@relation R_data_frame

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute Class {M,R}
@attribute IsCC {FALSE,TRUE}

@data
2.580553,-4.91667,0.836577,0.911078,-2.720068,-0.484505,0.602834,-0.070529,0.459209,-0.313278,-0.339491,0.449398,-1.192288,-0.026131,1.415815,-0.019397,0.54999,-0.464596,-0.71992,0.231064,-0.546303,-0.168009,-0.059356,0.020723,-0.960833,-0.19408,-0.066634,1.004593,-0.066309,0.244564,-0.329338,-0.153822,0.260623,0.145992,-0.303047,-0.090115,0.032957,-0.241256,0.464162,-0.364349,-0.176344,0.05773,-0.032558,-0.104811,0.042903,0.261908,-0.220694,-0.279933,-0.145499,-0.123415,0.191917,0.049686,-0.026959,0.233811,0.093016,-0.10449,0.028515,-0.055386,-0.045782,-0.120638,R,TRUE
-0.15879,-3.823587,1.479891,1.08922,-0.534048,1.261018,0.325796,0.153058,-0.250563,-1.020763,0.462005,-0.482955,-1.947167,0.452504,0.949187,-0.540612,-0.075812,-0.774605,-0.433844,-0.981567,0.106869,0.193797,-0.177265,-0.78599,-1.098405,-0.266053,1.036682,1.634161,0.439307,0.242736,0.287706,0.084468,-0.081999,0.487682,-0.159578,0.042802,0.682233,0.343767,-0.241062,0.1176,-0.120527,0.205756,-0.183713,-0.398131,-0.046753,0.040566,0.201281,-0.165419,-0.170333,0.060962,0.554264,-0.064022,-0.064776,-0.032867,-0.061154,0.218476,-0.062524,-0.009932,0.02544,-0.042237,R,TRUE
0.876242,-3.47243,0.378613,-0.233509,-2.93209,0.502663,2.259015,-1.001185,0.692567,0.257579,0.048873,0.369397,-1.249781,0.987265,0.441095,-1.469707,0.412977,1.019918,0.009155,0.182723,-1.130353,-0.000311,-0.412743,-1.284171,-0.711399,-1.601526,0.204416,-0.268955,0.251335,-0.004003,-0.813487,-0.980392,0.281671,0.933082,-0.003662,0.487357,0.182538,-0.039717,-0.076243,0.2515,0.993356,0.12621,0.052332,-0.051112,0.342546,-0.011174,-0.235539,-0.068718,-0.082662,0.096777,-0.038016,-0.195311,-0.128761,-0.139718,-0.086592,-0.231606,0.134779,-0.088652,-0.028235,0.057909,R,TRUE
1.587308,-4.404417,2.719107,-0.347247,-1.118378,-0.603228,1.998694,-1.075532,0.478478,0.499183,-0.9933,0.55932,-0.322366,-0.218457,-0.337685,0.452026,-0.517924,-0.391374,0.324293,-0.226546,-0.374,-0.084391,0.477639,0.420996,0.072545,-0.67752,-0.420245,0.256619,0.038759,-0.490258,0.35451,-0.508489,-0.608953,0.181351,0.12938,-0.112792,-0.270991,-0.000973,-0.177574,0.101218,-0.338185,0.059756,0.020351,-0.065022,-0.324833,-0.098244,-0.014089,-0.023999,0.202603,0.156756,-0.097819,0.257796,0.309256,-0.153011,0.013731,0.080749,-0.112746,-0.078189,0.030286,-0.049631,R,TRUE
-1.487294,-4.358212,2.197493,-0.79758,1.569307,1.491556,2.378689,-0.513963,-1.238302,-0.27387,-2.378704,0.635094,-0.361295,-0.148668,-1.780909,0.166707,-0.153324,0.735558,-0.609596,-0.04842,-0.006554,-0.308606,0.581197,1.514764,-0.075046,-0.376951,0.586572,0.133722,0.980927,-0.238667,-0.20832,-0.58075,0.193283,-0.090696,-0.111232,-1.258441,0.341673,-0.149513,0.208521,0.346488,0.199837,0.20374,0.187518,0.057787,-0.196864,-0.069122,0.415777,0.32835,0.039174,-0.150763,-0.020301,-0.049995,0.102448,-0.39329,0.154966,0.107828,-0.015019,0.013846,0.168515,-0.050171,R,TRUE
-1.458403,-2.300112,2.080761,-1.784514,1.458123,1.161844,3.195637,-0.457893,-0.138021,-0.409831,-2.292336,-1.226034,-0.593196,-0.611839,-2.628645,-0.875895,1.653564,0.493722,-0.659984,-0.815946,1.691543,-0.884397,-1.736687,0.086144,-0.434568,0.895204,-0.23247,0.14882,1.335758,-0.116786,0.5504,0.339074,0.252045,0.223245,-0.170601,-0.637749,-0.35604,-0.112454,0.116394,-0.072923,0.06355,-0.374943,-0.19389,0.45004,-0.131383,-0.034026,0.1932,0.014189,0.222662,0.049683,-0.315206,-0.056538,0.146859,0.044782,-0.005863,0.145511,0.000047,-0.087592,-0.11814,0.06884,R,TRUE
-8.465292,-2.342579,-0.02548,2.184412,3.101646,0.183066,0.014995,1.64042,-0.268286,-2.535966,-0.276999,-1.970769,1.714631,3.004037,1.71301,0.628967,-0.313802,-0.03088,0.258655,1.888487,-0.569736,-0.32581,1.258896,-2.332321,1.545594,0.058872,-0.353602,0.279062,1.150465,0.228476,0.818319,-0.674487,0.158835,-0.266152,0.283178,-0.039347,0.291307,-0.448797,-0.487101,0.462821,-0.125504,0.416365,0.226023,0.009557,0.078821,-0.323238,-0.159524,-0.089378,-0.107497,-0.459612,-0.411453,-0.226369,-0.037559,0.108104,-0.037245,0.049809,0.064418,-0.150909,-0.031869,0.049422,R,TRUE
-1.28947,0.926344,1.771379,0.452047,3.105778,2.705823,1.335194,0.299272,2.151804,-0.973067,0.950894,1.037006,-0.695403,-0.998007,0.991564,0.85441,-1.015803,-0.848563,-0.933988,-0.783122,1.180592,2.025874,-0.413905,0.540799,-0.027125,0.877037,0.023036,0.689402,-1.250636,0.744887,-1.096926,0.651849,-0.372077,-0.325067,-0.133886,0.379434,-0.663825,-0.005279,-0.277854,0.301244,0.957039,0.051216,-0.324029,-0.665102,0.228688,-0.203768,-0.074209,0.139416,-0.11292,-0.1716,-0.255211,0.131783,-0.148431,0.003871,0.133879,-0.16699,-0.056576,-0.066623,0.134171,-0.144424,R,TRUE
-0.110333,2.788023,2.269968,-0.515691,3.501985,0.943189,0.569194,1.240332,0.294908,0.849182,0.745336,-0.460825,-0.496373,-1.384464,0.568527,0.667603,1.163087,-0.226228,-0.35111,-0.990913,-1.299502,0.368158,0.039649,-0.496737,-0.057474,1.163161,-0.919888,0.465557,-0.366715,0.992728,0.364341,0.118124,-0.178293,-1.304035,-1.065297,0.338523,-0.804738,0.157538,-0.161275,0.36435,0.842788,0.438798,-0.085065,-0.459505,-0.122905,0.024935,0.372164,0.134968,-0.075504,-0.129583,-0.114042,0.269067,0.343937,-0.12037,0.147144,-0.224008,0.127328,-0.00266,-0.173101,0.008948,R,TRUE
-2.065873,-3.43982,0.701885,0.839911,3.668731,0.429445,-0.133206,2.323989,0.885841,-0.85737,1.564351,1.709677,-0.359495,1.060955,1.398653,0.290806,-1.582012,0.118051,-0.748115,0.618186,0.216204,0.101188,-0.242063,0.529125,0.220885,-0.119293,0.412556,-0.298345,-0.245545,0.284343,-0.007004,0.217672,0.185141,0.197483,0.379274,-0.401538,-0.141542,0.252273,0.316975,0.453409,0.107669,0.071015,-0.312744,0.751533,0.004398,-0.159112,0.289202,-0.375131,0.401771,0.02647,0.021053,-0.268717,-0.116623,-0.104446,-0.047341,-0.17654,-0.102929,0.152532,-0.230209,0.128885,R,TRUE
0.769819,-1.611243,0.735207,1.140732,1.521368,1.614155,0.16484,1.230947,2.013288,-1.155169,0.99978,0.687873,-0.745461,0.50432,0.817128,-0.318241,-1.242521,0.05949,0.465555,-0.411513,1.219621,-0.284174,0.181283,-0.302816,0.837534,0.002059,0.725478,-0.095643,-0.134886,-0.780138,-0.514764,-0.335749,-0.428261,-0.746688,-0.463973,-0.279095,0.511782,-0.470191,1.222641,-0.51254,-0.069607,0.17116,0.356112,0.34256,0.048662,0.027087,-0.146738,0.322956,0.073383,0.117114,0.126247,0.226903,0.16121,0.097733,-0.052285,0.108535,-0.049254,0.040522,-0.12497,0.027826,R,TRUE
0.307788,-1.122551,0.07674,0.421392,0.94922,2.920867,1.058013,1.990968,0.849552,-0.336478,1.25433,0.208705,-0.351881,0.649999,0.274058,0.720372,-0.449366,-0.80117,-0.242582,-0.66807,0.881547,-0.172463,0.063197,-0.057103,1.18904,0.060865,0.220617,1.021357,-1.063999,-1.961741,0.366947,-0.473215,0.029419,-0.046926,-0.846049,-0.085806,0.375821,-0.529128,0.173134,-0.088256,0.234105,0.392962,0.119809,0.188442,0.0189,-0.140383,0.119511,0.102949,0.263245,0.355185,-0.031962,0.415191,-0.205344,0.071533,-0.386015,0.16071,-0.089833,0.093994,-0.048379,0.090274,R,TRUE
-3.944728,-4.665863,3.015626,-0.412581,-0.828902,0.395606,0.725721,0.250492,0.534924,-0.198849,-1.66929,0.220642,-0.669106,-1.418666,-0.487852,2.023749,1.425445,0.941958,-0.023271,0.773184,0.835937,0.516151,-0.176182,-2.119339,0.228339,-0.418491,-0.442798,-0.162531,-1.172255,-1.450114,-0.124713,-0.026567,-0.253211,-0.905766,0.181661,-0.597363,0.197246,-0.349334,-0.124848,0.39417,-0.196415,-0.057175,-0.074383,-0.426354,-0.084309,0.007775,-0.469074,-0.258935,-0.170969,0.206168,-0.101479,0.012967,0.100543,-0.063163,0.175015,-0.073765,0.131259,0.178081,0.183426,-0.134728,R,TRUE
2.086282,-3.046047,3.076462,0.175713,0.419784,-0.145658,-1.005883,1.376067,-0.519065,-1.363053,-0.258709,-0.058008,-0.498565,-0.831752,0.102315,0.491118,-0.052664,0.721659,0.160837,0.369958,-0.42543,0.156788,-1.120552,0.72145,0.382353,0.542911,-0.068234,0.294932,0.115623,0.358072,-0.066672,-0.455542,0.267707,-0.272295,0.577011,0.013515,0.368184,0.851426,0.151621,0.093361,0.078253,-0.007416,-0.313869,0.030636,-0.078122,0.069841,-0.440982,-0.110002,0.025318,-0.100982,0.086728,-0.135438,0.027949,-0.007495,0.11847,-0.067235,0.233311,-0.075024,0.010609,-0.032718,R,TRUE
4.571746,-1.728033,-0.09561,0.32463,-0.727356,-0.051242,-0.870606,0.295301,0.43797,-1.336812,-0.660767,-0.440745,0.393264,0.00377,-0.432626,0.75832,-0.14051,-0.221302,0.205306,0.54576,-0.546824,-0.152047,0.077191,-0.080038,0.635076,-0.170861,0.136083,-0.314821,-0.226309,-0.418346,0.216435,-0.166307,-0.421493,-0.215527,0.112618,-0.007792,0.006857,0.159421,-0.070012,0.235827,-0.280851,-0.086152,0.186919,0.142716,0.289722,-0.053914,0.084912,-0.181956,0.090531,0.110479,-0.051573,0.040062,0.042906,0.01776,0.141075,-0.013891,0.014634,0.051953,0.10892,0.005732,R,TRUE
2.658247,-2.45119,-0.521409,0.900725,-0.716802,0.165894,-0.527774,-0.477774,-0.292937,-0.719111,-1.021083,0.033627,0.434142,0.634891,0.026523,0.055735,-0.742714,0.746246,0.096229,0.694604,0.203381,1.02088,-0.165739,-0.410174,0.659519,0.366309,0.130503,-0.002124,-0.315759,-0.261738,0.004303,-0.042465,-0.16544,-0.231554,-0.361676,0.223323,0.420471,-0.053695,0.15382,0.060517,-0.287454,-0.224986,-0.015624,0.04924,0.368965,-0.130563,0.218238,0.114087,-0.177079,0.114641,0.044024,0.10714,-0.11824,-0.068444,0.10036,0.042006,0.124168,0.153005,0.142038,-0.004787,R,TRUE
2.564957,-2.824802,-0.667086,0.805833,-0.489527,-0.641448,0.098645,-0.356269,0.231869,-0.799866,-0.485866,0.52609,1.177809,0.0674,0.431585,0.165028,0.128899,-0.520935,-1.190221,0.799841,-0.304473,0.372142,-1.007661,0.864913,-0.353637,-0.040924,-0.043594,0.420861,0.517012,-0.769723,0.237413,-0.062461,-0.136322,0.768029,-0.192667,0.366584,-0.226496,0.09197,0.193607,0.053207,0.170028,-0.204374,0.059646,0.070846,0.011627,-0.212421,0.155739,-0.214773,-0.102522,-0.032062,0.337862,-0.118222,-0.043529,0.098131,-0.186748,0.004916,0.054058,-0.048982,0.049682,0.091472,R,TRUE
2.977943,-3.052995,-1.258865,-0.194109,-0.127505,-0.491537,-0.318651,-0.293509,-0.247021,0.130639,-0.951845,0.153574,0.997164,-0.506817,-0.332813,0.265098,-0.465637,0.324712,-0.25434,0.179185,-0.657041,-0.193786,-0.130315,0.085682,-0.084934,-0.098847,0.648709,-0.21803,0.035338,-0.438375,-0.050015,-0.362959,-0.306839,-0.171553,-0.231602,0.277841,0.363061,0.104213,-0.022235,0.322789,-0.066698,-0.213485,0.225017,-0.01,-0.037498,-0.013828,0.090072,-0.110426,-0.466752,-0.139353,0.155274,0.005984,-0.028961,0.084216,0.14229,0.127558,0.005644,-0.10003,0.088981,0.071131,R,TRUE
3.690054,-3.024464,-1.22586,-0.584222,-0.398207,-0.552807,-0.824934,0.110622,-0.071548,-0.413226,-0.935563,0.114479,0.922532,0.059809,-0.168277,-0.322338,-0.182745,0.193385,-0.05942,0.295752,0.194946,0.237943,-0.150891,-0.277265,-0.141544,0.255976,0.243726,-0.348173,0.235159,-0.336553,-0.118897,-0.518225,-0.168103,-0.313604,-0.154994,-0.125367,0.113289,0.259884,0.183874,0.487802,0.041301,-0.397115,-0.087148,-0.130976,0.032593,-0.177708,0.071603,0.036983,-0.002866,-0.13055,0.110145,0.21151,0.137838,0.180266,0.101902,0.070132,0.26782,-0.08008,0.026112,0.063593,R,TRUE
1.60722,-4.227652,1.901488,-0.952093,0.566379,1.922944,0.418358,-0.883755,-0.198971,0.024394,-0.178496,-0.275915,0.380458,-0.746135,-0.610999,1.079332,-0.342212,0.284087,0.737486,-0.136233,0.459393,-0.006512,-0.020542,-0.103277,0.584128,-0.067544,0.254845,0.243042,-0.365136,0.098262,0.674379,0.186183,-0.478271,-0.265053,0.380468,0.074175,0.211239,-0.097541,0.148194,-0.197848,0.131658,0.11118,0.31082,-0.217006,-0.21876,0.138613,-0.198563,-0.192006,-0.111042,-0.351319,0.021894,-0.145928,-0.090039,0.12587,0.063612,0.094442,-0.098764,-0.080946,-0.000192,0.14462,R,TRUE
3.64901,-4.080289,1.06532,-0.704326,0.095183,2.267812,0.637699,-1.452673,-0.253967,0.578822,0.057485,-0.174686,-0.377892,-0.666887,-0.417379,-0.173355,0.071991,0.595943,-0.220527,-0.517932,-0.039003,0.278835,0.159878,-0.39883,-0.054732,-0.041229,-0.405041,-0.224798,-0.516782,-0.280202,0.583336,0.126983,0.045589,-0.037052,0.362283,0.107316,0.203622,0.190586,0.485854,-0.434224,-0.364888,0.026388,0.089909,-0.138576,-0.299469,0.131326,0.067527,-0.053398,0.273557,-0.004575,0.056291,-0.069161,0.09835,-0.118226,0.141896,0.085413,-0.022655,0.055245,0.152704,-0.000026,R,TRUE
3.938506,-3.939171,1.433055,-0.059371,-0.191694,2.00846,0.008633,-0.778972,-0.507573,0.090116,-0.050753,0.088634,0.066655,0.369291,-0.207557,-0.018644,0.492334,0.539642,0.035885,-0.310398,-0.216586,-0.192775,-0.571127,-0.448687,0.472774,-0.119056,-0.55141,-0.444631,-0.508718,-0.210923,-0.069712,-0.13941,0.061592,0.021362,0.378275,-0.089329,0.125605,-0.030171,0.142979,-0.0887,-0.174404,-0.063352,0.051281,-0.091113,-0.228087,-0.065357,-0.057831,0.145993,0.05996,0.077709,0.081569,-0.024731,0.013152,-0.17614,-0.014035,0.080474,0.093634,-0.02278,0.005602,0.111511,R,TRUE
4.271767,-3.655483,0.865899,-0.95444,0.379232,2.163402,0.210816,-0.97951,-0.741164,0.86868,0.269488,-0.065799,-0.212182,-0.348017,-0.20572,-0.241001,0.361879,0.092565,-0.09788,-0.318703,0.051028,-0.238287,-1.087898,0.127262,-0.062062,-0.570577,0.124412,-0.26732,-0.001296,-0.006885,0.347216,-0.092304,-0.009461,-0.186529,0.357888,0.003246,-0.118682,0.218703,0.031046,-0.220376,-0.034452,-0.039553,-0.054614,-0.114537,-0.165793,-0.01877,0.062126,0.007409,0.074865,0.07447,0.19499,-0.166704,-0.051294,-0.00875,0.020688,0.116553,-0.08565,-0.052485,0.088191,0.046856,R,TRUE
3.9744,-2.911559,0.954897,-0.794754,0.391785,2.049762,0.164431,-1.483267,-0.558814,0.660665,0.002062,-0.16501,-0.27594,-0.237557,-0.951242,-0.052133,0.191669,0.011549,-0.01598,-0.291562,-0.349749,-0.291303,0.385857,0.064079,0.033093,-0.639268,-0.259361,0.010317,-0.748235,-0.324289,0.529993,0.011589,-0.085713,-0.101627,0.087179,0.082118,0.461305,0.259149,-0.02443,-0.086438,-0.0841,0.026508,-0.133053,0.004092,0.196861,0.504776,-0.242558,0.036261,0.11041,-0.024272,0.009132,-0.084249,0.090669,-0.035217,0.012068,-0.087981,-0.089139,0.047092,0.070434,-0.046298,R,TRUE
3.015154,-4.601361,1.701813,-0.910567,0.570511,2.57365,1.038629,-0.85794,-0.467721,1.45341,-0.282271,0.001018,0.34869,-0.443573,-0.829912,-0.627331,0.312527,-0.268121,-0.228055,-0.010881,-0.132465,-0.118005,-1.088504,0.070556,-0.158897,-0.640168,-0.214868,0.07531,-0.153628,0.106065,0.294558,0.048297,0.389893,0.022601,-0.17252,-0.227931,0.116701,-0.204616,0.054324,0.054937,-0.32637,0.057762,-0.014389,-0.020078,0.166944,0.090654,0.219163,0.106015,0.172809,0.017533,-0.185826,-0.048603,0.087758,0.12285,-0.004979,-0.229307,0.063384,0.066692,0.127609,0.016776,R,TRUE
2.054924,-4.840063,1.861442,-0.839958,0.367651,-0.526793,0.508412,-0.841968,-0.565844,1.45035,0.106323,-0.108857,0.844425,0.777547,-0.310505,-0.594301,-0.14762,-0.651253,0.009021,0.544932,-0.40131,-0.365899,-0.089869,0.10258,0.371385,-0.423025,-0.292889,0.184629,-0.307266,0.322736,-0.000024,-0.424223,0.150905,-0.049264,-0.064963,0.071142,-0.03419,-0.245488,0.023945,-0.002164,0.20691,-0.116496,0.134147,-0.324714,0.081468,-0.246725,0.010426,-0.017425,0.171066,-0.01432,-0.071854,-0.085782,-0.037642,-0.157584,0.012077,-0.067131,0.100613,0.004538,-0.086879,-0.040178,R,TRUE
-3.877637,-5.010141,5.966156,-0.534088,0.118511,-1.892578,-0.614381,0.887661,-0.06401,-0.674353,0.725476,-0.700855,-0.266941,-0.068835,-0.666026,0.00615,-0.078713,-0.615137,0.530204,-0.423826,0.530387,0.403593,-0.839319,0.302715,0.116981,-0.937866,0.401806,0.95865,-0.206428,0.207046,0.558194,-0.05983,0.33039,-0.420548,0.524045,0.219127,0.086335,0.610593,0.184529,-0.093761,0.37671,-0.134637,-0.140462,0.193546,-0.091662,-0.434574,0.068361,0.145784,-0.063989,0.05427,-0.303589,-0.189119,-0.094322,-0.010835,-0.031577,-0.193933,0.057037,-0.132482,-0.174933,-0.077246,R,TRUE
-4.648712,-4.759307,5.666035,1.045486,-1.106597,-0.768058,-0.270997,0.216323,1.040578,-1.50532,0.091367,-0.059695,-0.058032,0.434673,-0.476386,-1.285606,-0.044373,-1.468485,-1.096553,0.27143,-1.289632,0.532926,0.562719,-0.12842,0.026906,-0.336105,-1.497045,-1.134686,-0.396008,0.628276,-0.451295,-0.857147,0.679242,-0.123588,0.246489,-0.174419,0.244934,0.676888,-0.751808,-0.144122,-0.207163,0.002094,0.279355,0.151466,-0.061124,-0.063669,0.277363,0.317175,0.085171,0.153991,0.258083,-0.089002,0.275334,-0.066307,-0.216514,0.140578,0.138576,-0.069539,0.087331,0.085707,R,TRUE
-4.256785,-5.523975,4.411991,-0.354544,-0.779902,-1.118189,0.433739,0.590242,0.760339,-0.481409,-0.532265,-0.750536,-0.135661,-0.01762,-0.133459,-1.235695,-1.481037,-0.154206,-1.001479,-0.4221,-0.209467,0.576998,0.527814,-0.135168,0.085869,-0.088093,-0.593289,0.605523,-0.76637,0.630898,0.027034,0.290724,0.633836,-0.296403,-0.274795,0.561565,0.157545,-0.186177,-0.130777,-0.198625,-0.662771,-0.207546,0.009342,0.519629,0.194048,0.041821,0.461752,0.256097,-0.122142,0.048223,-0.32841,-0.211969,-0.070336,0.035752,0.158712,0.079851,-0.085543,-0.060485,0.176202,0.07939,R,TRUE
-4.769189,-4.446803,4.949147,-0.390735,-0.711251,-0.32989,0.265604,1.679874,0.203697,-0.501432,0.481957,-1.127216,0.039777,-0.581654,-0.429843,-0.132792,-1.356765,-0.916986,-0.925338,0.325781,0.32853,0.413343,0.829462,0.77136,-0.51865,0.121046,-0.43079,0.38056,-0.804036,0.45097,0.028062,0.326886,-0.20983,0.041388,-0.09776,0.384043,0.333845,0.221744,-0.341094,-0.478323,-0.580337,-0.090431,0.040205,0.039971,-0.232675,0.026371,0.143092,-0.012266,0.027691,-0.181925,-0.334965,0.001794,-0.045745,-0.074422,-0.062287,0.210279,-0.09346,-0.2105,0.09493,0.102286,R,TRUE
-0.024031,-5.501576,0.766168,-0.734485,-1.047846,-0.808101,1.835698,-0.526023,0.268086,1.927548,0.256271,1.188059,-0.307553,0.899129,0.826168,0.875758,0.27072,-0.88909,0.531556,0.329564,-0.383782,0.634108,1.567014,0.319105,-0.108487,-0.675644,0.620674,-0.693114,1.182992,-0.653422,-0.242533,0.139084,0.583375,-0.237257,0.494024,0.48353,-0.409058,-0.408569,-0.624671,-0.473898,0.66671,-0.028112,0.17166,-0.168067,-0.141773,-0.558305,-0.269615,0.248793,0.286059,-0.114488,0.243013,0.117121,0.035277,-0.104726,0.077614,0.052895,-0.177535,-0.125666,-0.033042,-0.05612,R,TRUE
3.543724,-3.061696,0.39149,0.579894,-2.88201,-1.130253,-1.833378,1.031942,-1.085032,-1.271212,0.265664,0.327927,-1.223665,-0.91806,0.979575,1.540661,0.039257,0.086963,-0.191881,-0.50341,-0.184893,-0.155074,0.033081,0.306065,0.432912,0.642286,0.167165,0.414303,0.204269,0.264424,-0.239719,-0.659052,-0.546898,0.068663,0.021186,-0.082622,-0.361167,-0.016972,0.298948,-0.235882,-0.225856,0.116004,0.256068,-0.157001,0.006615,0.000617,-0.006836,0.033853,-0.027831,0.034745,0.087125,-0.057861,-0.036249,-0.159477,-0.016777,0.002251,-0.057862,0.046721,-0.033096,-0.002867,R,TRUE
3.764963,-3.755864,0.741653,1.121277,-1.314741,-1.294213,-2.780916,1.392843,-0.348154,-1.711535,0.650111,0.603085,-0.633947,-0.269257,1.583597,1.272291,-0.06938,0.388835,-0.046417,-0.324042,-0.532429,-0.435635,0.045936,0.202041,0.685195,0.419387,0.144873,0.422375,0.441657,0.317566,-0.023636,0.075521,-0.302228,0.266105,-0.121892,-0.058004,-0.155979,-0.104052,0.05252,0.139771,-0.208428,-0.163929,-0.039807,-0.04057,0.114339,0.192575,0.022722,0.083668,-0.180543,-0.082187,-0.071095,-0.119876,-0.023604,0.004521,-0.053448,0.041059,0.017832,0.117109,0.00493,-0.035578,R,TRUE
3.589131,-3.052643,0.360102,0.367167,-2.211415,-0.756731,-1.725294,1.726468,-1.033251,-1.559819,1.173376,-0.610124,-1.044994,-0.684181,1.05284,1.427224,0.450093,-0.261913,-0.174529,-0.324074,-0.457166,-0.15007,0.000689,0.043279,0.635867,0.542019,0.019682,-0.010585,0.447826,-0.038992,-0.185765,-0.290224,-0.191676,-0.017244,-0.19981,-0.195235,-0.420998,0.18413,0.27686,-0.099627,-0.313529,-0.272501,-0.196225,-0.056966,0.012139,0.189093,-0.129302,0.060061,0.031879,0.148953,-0.021155,-0.167119,-0.078331,0.006667,-0.049919,-0.007354,-0.035801,0.086437,0.015107,0.00379,R,TRUE
3.623141,-2.718061,0.558421,1.459139,-1.98998,-0.797274,-2.506967,1.391789,-0.190163,-1.752038,0.539785,-0.04908,-0.891158,-0.552686,0.817308,1.191603,-0.346535,0.535775,0.153414,-0.607632,-0.632424,-0.336617,0.144789,0.108158,0.255898,0.646636,0.165478,0.138284,0.242127,0.36092,0.63367,-0.418542,-0.038663,0.274682,0.56893,0.085057,-0.448113,-0.03953,0.107725,0.064177,-0.200101,-0.179585,-0.03077,-0.151911,-0.079965,0.109174,-0.17679,0.121531,-0.10386,0.158322,0.02903,-0.154483,0.043094,-0.000096,-0.090616,0.307796,-0.002314,-0.034325,0.002904,0.061572,R,TRUE
3.063605,-3.15396,0.618822,1.378322,0.201198,-0.106504,-2.718618,0.185416,-0.631316,-0.766893,0.489379,0.596661,-0.303084,0.229459,0.274328,0.319341,-0.130116,0.495503,0.209114,0.288451,-0.266937,-0.06232,0.867818,-0.18457,-0.066373,0.184489,-0.054973,-0.664284,0.37557,0.079176,0.019696,0.912295,0.21161,0.255871,-0.770963,0.083165,-0.441564,-0.171512,-0.207668,-0.052063,-0.388793,-0.103382,0.075946,-0.288551,0.076931,-0.254527,-0.075647,0.021337,0.016022,-0.07155,0.297039,0.063298,0.021596,-0.140021,-0.009915,-0.232691,0.228855,0.030585,-0.074014,0.050236,R,TRUE
6.189418,1.168246,0.463278,1.205608,0.323123,0.218463,0.814503,-1.34807,-1.114685,-0.172456,-1.525196,-0.495873,-0.049008,-0.018899,0.0552,0.055671,0.456144,-0.602328,0.169235,-0.451277,-0.450607,0.502396,-0.446634,0.301678,0.048394,0.355861,0.39938,0.071228,-0.152472,0.545488,-0.03266,0.248548,-0.06683,0.104,-0.077136,0.211604,-0.010845,0.174477,-0.043477,0.019961,0.02353,-0.085796,-0.04176,-0.093427,-0.034183,-0.022617,-0.083214,0.038327,0.224486,0.049173,0.212621,-0.002647,-0.015066,-0.065498,0.186418,0.120649,0.024128,-0.109583,0.009413,-0.050631,R,TRUE
5.064389,1.823152,0.482937,1.202966,1.460793,0.687142,1.507836,-0.641071,-1.22113,0.427287,-0.70277,-0.532498,-0.253534,0.029193,0.553492,0.373519,1.379348,0.630544,0.742256,0.570383,-0.497161,1.018192,-0.859642,-0.502287,-0.362644,1.013482,-0.192548,0.118313,-0.61247,0.450518,0.089413,0.210221,0.191911,0.360923,-0.218139,-0.010816,0.043807,0.566295,-0.07143,-0.395712,0.179365,0.093356,-0.139543,0.378202,0.031627,-0.077536,-0.36303,0.02905,-0.027716,0.091194,-0.022001,-0.112749,0.127737,-0.009337,-0.026452,0.040076,-0.080662,0.032691,-0.082892,0.068476,R,TRUE
5.305612,2.028712,0.078315,1.17054,1.459964,0.508024,1.17832,-1.119377,-1.291732,1.16421,-1.166933,-0.293123,-0.214185,-0.511646,1.078083,0.031015,0.603293,0.895396,0.322035,0.153253,-0.167135,1.038658,-0.22187,-0.608592,-0.287406,0.569591,0.196355,0.01725,-0.309685,0.161354,-0.589957,0.375758,0.667795,-0.372401,0.215591,-0.364723,0.437667,0.623361,-0.62387,-0.441285,0.041713,0.178521,0.035104,0.640865,0.262888,-0.192606,-0.199113,0.161147,-0.006811,-0.159902,0.061453,-0.309864,0.049663,-0.150235,0.012631,0.005809,-0.149068,-0.114476,-0.078445,0.043649,R,TRUE
